id,name,isbn,author_ids,publisher_id,date_published,gender
library_book_82663_4cc0bf09,Brewing Up a Storm: A John Thatcher Mystery,0449911004,Emma Lathen,St Martins Pr,23-11-1980,novela
library_book_82839_fe8e6561,Bridget Jones : The Edge of Reason,0451162072,Helen Fielding,Viking Books,08-07-1991,crónica
library_book_82253_b7b5306c,Bridget Jones's Diary,0451186648,Helen Fielding,Picador (UK),01-07-1948,crónica
library_book_83993_f8a0c0a0,Brighton Rock,0452282152,Graham Greene,Penguin Books Ltd,04-09-1990,carta
library_book_82214_551cfd42,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,0399146741,Ben Mezrich,Free Press,03-01-1948,ensayo
library_book_83452_87bd0f0b,Bronze Mirror,0553580388,Jeanne Larsen,Ballantine Books,25-04-1999,carta
library_book_84039_a6f8f2f6,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,0590598848,Ross King,Penguin Books,26-10-1980,carta
library_book_82724_cb3eb36f,Burning Water (Burning Water),0590629719,Mercedes Lackey,Tor Books,18-09-1945,égloga
library_book_83983_1d479179,Business in Action,0671023616,Courtland L. Bovee,Prentice Hall,22-11-1948,ensayo
library_book_83543_c5197e72,"Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered))",0671027387,Diane Muldrow,Golden Books,08-12-1980,carta
library_book_84071_657fb463,CAT'S EYE,0684848783,MARGARET ATWOOD,Bantam,03-05-1970,cuento
library_book_83982_04ee827f,"CHILD IS BORN, A",0743486226,LENNART NILSSON,Dell,01-06-1965,crónica
library_book_83627_fbe457b2,COURTNEY LOVE: THE QUEEN OF NOISE,0786863986,Melissa Rossi,Pocket,09-09-1984,novela
library_book_84001_3d13352e,CRUDDY : An Illustrated Novel,0803251718,Lynda Barry,Simon &amp,15-05-1946,novela
library_book_83680_f781e347,CSI: Sin City,0804117934,Max Allan Collins,Pocket,22-08-1959,égloga
library_book_83215_98c8b243,CUCKOO'S EGG,0016826612,Clifford Stoll,Pocket,17-05-1970,cuento
library_book_82984_66208530,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),1611599997,Carol Ryrie Brink,Aladdin,21-07-1947,ensayo
library_book_84053_a3af0a4d,California Rush: A Novel,0060987103,Sherwood Kiraly,Berkley Publishing Group,02-03-1988,cuento
library_book_83568_3b281d2d,Callahan's Lady,0151008116,Spider Robinson,Baen,12-07-1960,crónica
library_book_83156_1d6eec42,Calling on Dragons (Read with Me Paperbacks),0375704965,Patricia C. Wrede,Point Fantasy,20-04-1981,cuento
library_book_82912_43ecaa33,Cantilènes en gelée ,0525947647,Barnum's digest,C. Borgois,19-07-1997,cuento
library_book_83913_c47f0f1e,Cantor's Dilemma,0804111359,Carl Djerassi,Penguin Books,23-10-1972,égloga
library_book_84077_29a2606c,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),1558744150,Dav Pilkey,Scholastic,16-05-2006,carta
library_book_82217_30017651,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,0435272683,DANA REEVE,Random House,08-06-1974,ensayo
library_book_83178_d4e5d004,"Cat (kat), n",0316782505,B Kliban,Workman Pub. Co,13-03-1966,égloga
library_book_82379_403d672d,Catch 22,0062237349,Joseph Heller,Simon &amp,20-10-1982,carta
library_book_83804_9fe84241,Catechism of the Catholic Church,0060013117,Catholic Church,USCCB,04-03-1984,cuento
library_book_83115_2df0c429,Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery),0060199563,Carole Nelson Douglas,Forge Books,01-07-2003,ensayo
library_book_83908_28b9c2a4,Cause of Death,0060845945,Patricia Daniels Cornwell,Berkley Publishing Group,07-10-1978,crónica
library_book_82500_91206065,Cavedweller,0060563079,Dorothy Allison,Plume Books,28-03-1985,novela
library_book_83331_59a3c18f,Caverns of Socrates,0060809027,Dennis L. McKiernan,Roc,20-10-1978,carta
library_book_82909_2861e3fb,Celtic Myths and Legends,0061040967,Charles L. Squire,Lomond Books,14-01-1961,cuento
library_book_82538_9f1a8b0c,Centaur Aisle,0061050474,Piers Anthony,Ballantine Books,26-07-1999,novela
library_book_83848_5ea4dcbb,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",0061052515,Laurell K. Hamilton,Berkley Publishing Group,17-04-1954,égloga
library_book_83609_700b7dca,Cha Cha Cha,0061052523,Jane Heller,Kensington Publishing Corp.,14-02-1986,novela
library_book_82956_dc3ef77d,Changer,0064472264,Jane Lindskold,Eos,12-05-1962,égloga
library_book_83648_14b8f378,Charlotte Gray,0140620664,Sebastian Faulks,Vintage Books USA,06-09-1956,crónica
library_book_82343_c2dd9eaf,Charlotte's Web Book and Charm (Charming Classics),0312148267,E. B. White,HarperFestival,08-06-1964,ensayo
library_book_83054_0249b335,Charming Billy,0312156960,Alice McDermott,Delta,10-10-1999,égloga
library_book_83230_5460271f,Chaser: A Novel in E-Mails,0312890044,Michael J. Rosen,Candlewick Press (MA),24-01-1965,ensayo
library_book_83049_70c359da,Chasing the Dime,034543191X,Michael Connelly,Warner Books,08-01-1966,crónica
library_book_82847_d95824b7,Cheaters,0373836023,Eric Jerome Dickey,Dutton Books,19-04-2006,cuento
library_book_83515_abd0c487,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),0375751513,Jack Canfield,Health Communications,26-08-2001,novela
library_book_83981_3137cbac,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",0375801677,Mark Victor Hansen,Health Communications,22-08-1980,ensayo
library_book_82331_0351d2d1,Chicken Soup for the Soul (Chicken Soup for the Soul),0375814248,Jack Canfield,Health Communications,22-07-1959,égloga
library_book_82337_5c1f2659,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),0375823352,Jack Canfield,Health Communications,02-12-1951,crónica
library_book_82727_03ded5f2,Children of the Night,0440238137,Mercedes Lackey,Tor Books,14-06-1962,crónica
library_book_2034_34bd6a3b,Chocolate Jesus,0375823468,Stephan Jaramillo,Berkley Publishing Group,28-10-2002,ensayo
library_book_83368_3de0a789,Choke,0380730448,CHUCK PALAHNIUK,Anchor,12-10-2006,égloga
library_book_82669_ebc09f76,Chopping Spree,0380973839,DIANE MOTT DAVIDSON,Bantam,13-10-1950,carta
library_book_82681_7d514405,Chosen Prey,0385327773,John Sandford,Berkley Publishing Group,12-12-1975,crónica
library_book_83076_21a8f3de,Christmas : A Holiday Treasury,0394586239,Della Rowland,Andrews McMeel Publishing,04-05-1961,ensayo
library_book_83691_f3a36773,Christmas Miracles,0439510112,Betty Neels,Harlequin,27-10-1955,carta
library_book_83941_34cf17cb,Chromosome 6,0440241413,Robin Cook,Berkley Publishing Group,07-06-1994,égloga
library_book_82890_e7311630,Chronique d'une mort annoncÃƒ?Ã‚Â©e,0451409256,Gabriel Garcia Marquez,LGF,22-10-1998,carta
library_book_82818_91d9aa26,Chroniques martiennes,0451523415,Ray Bradbury,Gallimard,18-09-1986,novela
library_book_83835_58b03e5d,Cider With Rosie,0451526279,Laurie Lee,Penguin USA,12-11-1982,cuento
library_book_83990_fe2316a3,Cider with Rosie,0451526341,Laurie Lee,Penguin Books Ltd,02-06-1967,égloga
library_book_82949_2dd1fae6,Circle of Three #12: Written in the Stars (Circle of Three),0486415864,Isobel Bird,Avon,12-08-1979,cuento
library_book_83736_c4e9f256,Circle of Three #3: Second Sight (Circle of Three),0553280589,Isobel Bird,Avon,14-12-1968,carta
library_book_83607_e644ef34,Circle of Three: A Novel,0571197639,Patricia Gaffney,HarperTorch,18-09-1956,égloga
library_book_82988_457dedbc,"Circles in the Stream (Avalon: Web of Magic, 1)",0670035262,Shelly R. Roberts,Scholastic,12-10-1994,carta
library_book_82980_77c4550d,Citizens: A Chronicle of the French Revolution,0679423079,Simon Schama,Random House Inc,25-09-1977,cuento
library_book_84069_f3b9da6a,City of Bones,0679751343,Michael Connelly,Warner Books,14-05-1994,égloga
library_book_2004_e8973564,Clara Callan,0684833395,Richard Bruce Wright,HarperFlamingo Canada,01-02-1953,égloga
library_book_83196_17fb97b9,Clarissa (abridged),0743245024,Samuel Richardson,Houghton Mifflin Company,26-12-1978,novela
library_book_2003_9fea2100,Classical Mythology,0749748001,Mark P. O. Morford,Oxford University Press,27-02-1976,crónica
library_book_82322_2780e817,Clifford's Sports Day,0749748028,Norman Bridwell,Scholastic,22-07-1981,cuento
library_book_83841_91ec31db,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",0963094424,Steve Lewis,Photografix,05-10-1978,crónica
library_book_83530_1be5069b,"Clones (Star Wars: Galaxy of Fear, Book 11)",1401201172,JOHN WHITMAN,Skylark,04-08-1948,novela
library_book_83146_1cf81530,Cloud Atlas : A Novel,1563892278,DAVID MITCHELL,Random House Trade Paperbacks,23-01-1973,novela
library_book_82560_689f6407,Cloud Nine,1563898586,Luanne Rice,Bantam Books,25-12-1968,cuento
library_book_83955_fd36ceec,Cold Case,156971620X,Stephen White,Signet Book,21-02-1973,ensayo
library_book_82948_67c7287d,Cold Iron,1592571301,Melisa Michaels,Roc,03-03-1988,crónica
library_book_82729_cef5e0dd,Cold Mountain (MTI) (Vintage Contemporaries),0374270325,CHARLES FRAZIER,Vintage,10-04-1962,égloga
library_book_83604_551c41d3,Cold Mountain : A Novel,0375719180,CHARLES FRAZIER,Vintage,04-07-1965,cuento
library_book_83485_96ebed96,Cold Sassy Tree,0440235502,Olive Ann Burns,Delta,08-12-1988,novela
library_book_83555_15d0316e,Cold Sea Rising,044023722X,Richard Moran,Berkley Pub Group,07-02-1950,cuento
library_book_83175_ccb2e214,Collected Works of Emile Zola,1573225487,Emile Zola,Chatto &amp,06-10-1977,ensayo
library_book_82974_0e824793,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),1853260673,Paul Phifer,Ferguson Publishing Company,24-07-1954,cuento
library_book_83347_8532f451,Colours of Survival,0060977477,Adrian Plass,Zondervan,06-02-2002,égloga
library_book_83031_9d46d5a5,Come Before Winter and Share My Hope,0345391691,Charles R. Swindoll,Word Publishing,12-08-1990,carta
library_book_83689_a000a83d,Come Home Forever,0520011171,Jan McDaniel,Scarlet Books,05-09-1967,crónica
library_book_83655_d397db35,Comfortable Wife,0553278746,Stephanie Laurens,Harlequin,10-12-1979,égloga
library_book_82720_88f1f7b5,Comic Characters,0670856045,Craig Boldman,Golden Books,24-03-1958,égloga
library_book_83200_32d39025,Common Phrases: And Where They Come From,0872200760,John Mordock,The Lyons Press,22-05-1979,ensayo
library_book_82368_653f88ec,Confessions of a Shopaholic,0937858994,SOPHIE KINSELLA,Dell,03-03-1972,ensayo
library_book_83412_0e420b22,Confessions of a Shopaholic (Summer Display Opportunity),0671649949,SOPHIE KINSELLA,Delta,23-08-1963,carta
library_book_82640_5dcbd8c5,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),0590431110,Adele Lang,Thomas Dunne Books,02-04-1963,carta
library_book_82294_6feaab35,Congo,0064470113,Michael Crichton,Ballantine Books,02-03-1955,crónica
library_book_82240_5157e50c,Contact,0553571486,Susan Grant,Love Spell,13-06-1976,cuento
library_book_83540_b2c6140b,Cooking Light,0972044205,Susan M. McIntosh,Leisure Arts,04-10-1986,cuento
library_book_82905_163615a2,Cooking for One (Cook's Essentials),0312963009,Valerie Ferguson,Southwater Publishing,01-08-1968,cuento
library_book_83231_8554a6ea,Cool Women,0345430476,Dawn Chipman,Girl Press,06-10-1950,novela
library_book_82192_473c77a7,Corelli's Mandolin : A Novel,0345435869,LOUIS DE BERNIERES,Vintage,15-11-1983,novela
library_book_82222_5c0df7e5,Coyote Waits (Joe Leaphorn/Jim Chee Novels),0380728729,Tony Hillerman,HarperTorch,15-06-1990,crónica
library_book_83949_8561b944,Cradle and All,038081840X,James Patterson,Little Brown and Company,17-01-1988,ensayo
library_book_82608_d9ad6a63,Cranford (The World's Classics),0449912302,Elizabeth Gaskell,Oxford University Press,26-11-1979,cuento
library_book_82328_91b5204e,Crazy Horse,055329198X,Mari Sandoz,University of Nebraska Press,21-08-1994,crónica
library_book_82191_76462bda,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,0671018930,Robert G. Allen,Fireside,18-03-1975,crónica
library_book_83502_bfdd0fdd,Crescent City,0812541642,Belva Plain,Delacorte Press,17-07-1970,ensayo
library_book_82539_62439db6,Crewel Lye,0312988699,Piers Anthony,Ballantine Books,24-12-2003,crónica
library_book_82780_f92bf712,Crossing the Unknown Sea: Work As a Pilgrimage of Identity,0486282112,David Whyte,Riverhead Books,18-01-1949,ensayo
library_book_82250_80515e59,Crow Lake (Today Show Book Club #7),8483007010,Mary Lawson,Delta,23-05-2005,ensayo
library_book_82994_2eb2d8d9,"Cry of the Wolf (Avalon, 3)",0670815373,Rachel Roberts,Scholastic,04-12-1996,novela
library_book_82246_6d13a999,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",0385313748,Cybill Shepherd,Avon Books,10-07-1999,cuento
library_book_82526_561db69c,CÃƒÂ³mo ser una mujer y no morir en el intento (ColecciÃƒÂ³n El Papagayo),1575843366,Carmen Rico-Godoy,Ediciones Temas de Hoy,15-12-1995,crónica
library_book_84041_4e4a3b37,D. W.'S Color Book,0684193957,MARC BROWN,Random House Books for Young Readers,23-10-2001,ensayo
library_book_83240_e51fca6a,DANCING AT THE RASCAL FAIR,0345371984,Ivan Doig,Scribner,06-08-1979,ensayo
library_book_83469_fea1b0f0,DINOSAUR PLANET 2 SURVIVORS,0380730138,ANNE MCCAFFREY,Time Warner Books UK,15-07-1969,carta
library_book_82951_b2c01c3b,DREAMSNAKE,1573228737,VONDA MCINTYRE,Dell,27-09-1966,cuento
library_book_83733_801fd895,Dad Alert! (Orchard Red Apple S.),9681500555,Ros Stanley,Orchard Books,19-09-1987,carta
library_book_82850_a2e886d9,Daddy's Little Girl,0380711109,Mary Higgins Clark,Simon &amp,14-04-2002,ensayo
library_book_82732_621cfe78,Daisy Fay and the Miracle Man,0452283914,Fannie Flagg,Warner Books,20-09-1974,carta
library_book_83112_3daaff2d,Dances With Wolves,0425120279,Michael Blake,Fawcett Books,19-05-1979,carta
library_book_83888_79c62159,Dancing at the Victory Cafe: A Novel with Recipes,067153484X,Helene Wiggin,Hodder &amp,18-06-1966,cuento
library_book_82453_208803e1,Danger,0380728273,Dick Francis,Fawcett Books,02-08-1955,égloga
library_book_82759_37c122f7,Dark Lady,8433914545,Richard North Patterson,Alfred A. Knopf,03-04-2005,égloga
library_book_83091_cfbb34ad,Dark Paradise,8484509141,TAMI HOAG,Bantam,15-07-1960,novela
library_book_83018_ab84748f,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",0446606197,Michael A. Stackpole,Del Rey Books,20-04-1952,novela
library_book_83837_81061994,Darkness,0771076002,Sam Siciliano,Kensington Publishing Corporation,01-01-1980,carta
library_book_83438_57cb8440,Darwin's Radio,0771088191,Greg Bear,Ballantine Books,09-01-1950,égloga
library_book_83959_38400479,Darwinia,1559703237,Robert Charles Wilson,Tor Books,03-04-1962,carta
library_book_82288_4a10c4d1,Das Buch der lÃƒ?Ã‚Â¤cherlichen Liebe.,3596214629,Milan Kundera,"Fischer (Tb.), Frankfurt",18-11-1949,carta
library_book_83325_8197125e,Das Druidentor.,0062770500,Wolfgang Hohlbein,Heyne,15-01-2007,cuento
library_book_83450_9633c181,Das Halsband der Taube.,0671847546,Ernst W. Heine,btb,20-12-1999,crónica
library_book_82287_af326a01,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",0060188731,Sue Townsend,"Bertelsmann, MÃƒ?Ã‚Â¼nchen",21-04-1954,cuento
library_book_82270_590a8544,Das Kind von morgen. ErzÃhlungen.,0140374248,Ray Bradbury,Diogenes Verlag,03-04-1950,égloga
library_book_83145_e36b24de,"Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama)",0142001740,Vinke,Ravensburger Buchverlag Otto Maier GmbH,19-08-1951,égloga
library_book_83367_11307000,Das Leben der Thiere,0195086295,Janosch,Beltz,19-03-1971,crónica
library_book_83317_dba2b381,Das Lied der alten Steine.,0312995423,Barbara Erskine,Heyne,24-07-1961,cuento
library_book_83256_2d5d93d6,Das Meer und kleine Fische.,0380704587,Terry Pratchett,Heyne,10-06-2003,carta
library_book_84080_3683b7ea,Das Parfum: Die Geschichte Eines Morders,0380815923,Patrick Suskind,Distribooks Inc,21-12-1982,égloga
library_book_83005_82a270d1,Das Schlampenbuch. ErzÃƒ?Ã‚Â¤hlungen. ( neue frau).,0385416342,Milena Moser,Rowohlt Tb.,12-04-1989,crónica
library_book_83964_9344e995,Das verbotene Lied.,0385418493,Taiping Shangdi,Heyne,12-09-1951,cuento
library_book_82542_08a60945,Dating Big Bird,038542471X,Laura Zigman,Dial Books,06-04-1961,carta
library_book_82606_58ac3abc,Daughter of Fortune,0425098109,Isabel Allende,Perennial,17-07-1968,carta
library_book_83241_03dd4602,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),0449005410,Isabel Allende,HarperCollins,02-08-1974,égloga
library_book_82412_63045083,Dave Barry in Cyberspace,0449202631,Dave Barry,Ballantine Books,09-01-1982,cuento
library_book_82807_4af049a0,Davita's Harp,0449207544,Chaim Potok,Fawcett Books,09-01-1962,égloga
library_book_84085_14f51c20,"Dawn and the Impossible Three (Baby-Sitters Club, 5)",0515128554,Ann M. Martin,Scholastic,25-06-2001,égloga
library_book_83552_48c0a84b,Day of Reckoning,0517577402,Jack Higgins,Berkley Publishing Group,21-10-1957,cuento
library_book_82176_42c8c8a4,Daybreakers Louis Lamour Collection,0590450875,Louis Lamour,Bantam Doubleday Dell,19-10-1982,cuento
library_book_82204_e2ba2407,Dead Aim,0590481371,IRIS JOHANSEN,Bantam Books,18-10-1986,ensayo
library_book_83046_a01b1c6a,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,0684864320,William Maples,Main Street Books,17-12-1978,crónica
library_book_83847_4a04aeb3,Dead Ringer,0684177730,Lisa Scottoline,HarperTorch,28-07-1962,crónica
library_book_83267_f4b1364b,Deadly Sleep,0684180200,John Applegate,Pinnacle Books,25-06-1987,ensayo
library_book_83382_8d0e811a,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),0743411269,Patricia C. Wrede,Scholastic,19-09-1966,crónica
library_book_82854_25935b7e,"Dear Stranger, Dearest Friend",0743470389,Laney Katz Becker,William Morrow &amp,26-10-1947,carta
library_book_82933_bd1593a0,"Death: At Death's Door (Vertigo, Number 1)",076218857X,Jill Thompson,DC Comics,16-02-1988,égloga
library_book_82324_725352d7,Deception Point,0767905938,Dan Brown,Pocket,27-09-1996,crónica
